profile_id,prism_replicate,perturbation_well,culture,perturbation_type,dose,broad_id,name,compound_plate,rep,screen
PREP052_PR500_120H_X1_P6:G09,PREP052_PR500_120H_X1_P6,G09,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X1,REP1M
PREP052_PR500_120H_X1_P6:G15,PREP052_PR500_120H_X1_P6,G15,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X1,REP1M
PREP052_PR500_120H_X1_P6:H08,PREP052_PR500_120H_X1_P6,H08,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X1,REP1M
PREP052_PR500_120H_X1_P6:H20,PREP052_PR500_120H_X1_P6,H20,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X1,REP1M
PREP052_PR500_120H_X1_P6:H23,PREP052_PR500_120H_X1_P6,H23,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X1,REP1M
PREP052_PR500_120H_X1_P6:I08,PREP052_PR500_120H_X1_P6,I08,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X1,REP1M
PREP052_PR500_120H_X1_P6:I09,PREP052_PR500_120H_X1_P6,I09,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X1,REP1M
PREP052_PR500_120H_X1_P6:I24,PREP052_PR500_120H_X1_P6,I24,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X1,REP1M
PREP052_PR500_120H_X1_P6:J01,PREP052_PR500_120H_X1_P6,J01,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X1,REP1M
PREP052_PR500_120H_X1_P6:J02,PREP052_PR500_120H_X1_P6,J02,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X1,REP1M
PREP052_PR500_120H_X1_P6:J11,PREP052_PR500_120H_X1_P6,J11,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X1,REP1M
PREP052_PR500_120H_X1_P6:J14,PREP052_PR500_120H_X1_P6,J14,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X1,REP1M
PREP052_PR500_120H_X1_P6:J17,PREP052_PR500_120H_X1_P6,J17,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X1,REP1M
PREP052_PR500_120H_X1_P6:J19,PREP052_PR500_120H_X1_P6,J19,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X1,REP1M
PREP052_PR500_120H_X1_P6:J21,PREP052_PR500_120H_X1_P6,J21,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X1,REP1M
PREP052_PR500_120H_X1_P6:K04,PREP052_PR500_120H_X1_P6,K04,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X1,REP1M
PREP052_PR500_120H_X1_P6:K07,PREP052_PR500_120H_X1_P6,K07,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X1,REP1M
PREP052_PR500_120H_X1_P6:K20,PREP052_PR500_120H_X1_P6,K20,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X1,REP1M
PREP052_PR500_120H_X1_P6:L06,PREP052_PR500_120H_X1_P6,L06,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X1,REP1M
PREP052_PR500_120H_X1_P6:L11,PREP052_PR500_120H_X1_P6,L11,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X1,REP1M
PREP052_PR500_120H_X1_P6:L14,PREP052_PR500_120H_X1_P6,L14,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X1,REP1M
PREP052_PR500_120H_X1_P6:L17,PREP052_PR500_120H_X1_P6,L17,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X1,REP1M
PREP052_PR500_120H_X1_P6:L18,PREP052_PR500_120H_X1_P6,L18,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X1,REP1M
PREP052_PR500_120H_X1_P6:L21,PREP052_PR500_120H_X1_P6,L21,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X1,REP1M
PREP052_PR500_120H_X1_P6:M03,PREP052_PR500_120H_X1_P6,M03,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X1,REP1M
PREP052_PR500_120H_X1_P6:M04,PREP052_PR500_120H_X1_P6,M04,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X1,REP1M
PREP052_PR500_120H_X1_P6:M08,PREP052_PR500_120H_X1_P6,M08,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X1,REP1M
PREP052_PR500_120H_X1_P6:M12,PREP052_PR500_120H_X1_P6,M12,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X1,REP1M
PREP052_PR500_120H_X1_P6:M17,PREP052_PR500_120H_X1_P6,M17,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X1,REP1M
PREP052_PR500_120H_X1_P6:M23,PREP052_PR500_120H_X1_P6,M23,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X1,REP1M
PREP052_PR500_120H_X1_P6:N10,PREP052_PR500_120H_X1_P6,N10,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X1,REP1M
PREP052_PR500_120H_X1_P6:N19,PREP052_PR500_120H_X1_P6,N19,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X1,REP1M
PREP052_PR500_120H_X1_P6:O14,PREP052_PR500_120H_X1_P6,O14,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X1,REP1M
PREP052_PR500_120H_X1_P6:O16,PREP052_PR500_120H_X1_P6,O16,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X1,REP1M
PREP052_PR500_120H_X1_P6:O18,PREP052_PR500_120H_X1_P6,O18,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X1,REP1M
PREP052_PR500_120H_X1_P6:O22,PREP052_PR500_120H_X1_P6,O22,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X1,REP1M
PREP052_PR500_120H_X1_P6:P03,PREP052_PR500_120H_X1_P6,P03,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X1,REP1M
PREP052_PR500_120H_X1_P6:P05,PREP052_PR500_120H_X1_P6,P05,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X1,REP1M
PREP052_PR500_120H_X1_P6:P23,PREP052_PR500_120H_X1_P6,P23,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X1,REP1M
PREP052_PR500_120H_X1_P6:P24,PREP052_PR500_120H_X1_P6,P24,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X1,REP1M
PREP052_PR500_120H_X2_P6:A03,PREP052_PR500_120H_X2_P6,A03,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X2,REP1M
PREP052_PR500_120H_X2_P6:A05,PREP052_PR500_120H_X2_P6,A05,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X2,REP1M
PREP052_PR500_120H_X2_P6:A09,PREP052_PR500_120H_X2_P6,A09,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X2,REP1M
PREP052_PR500_120H_X2_P6:A23,PREP052_PR500_120H_X2_P6,A23,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X2,REP1M
PREP052_PR500_120H_X2_P6:B03,PREP052_PR500_120H_X2_P6,B03,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X2,REP1M
PREP052_PR500_120H_X2_P6:B11,PREP052_PR500_120H_X2_P6,B11,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X2,REP1M
PREP052_PR500_120H_X2_P6:B22,PREP052_PR500_120H_X2_P6,B22,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X2,REP1M
PREP052_PR500_120H_X2_P6:C05,PREP052_PR500_120H_X2_P6,C05,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X2,REP1M
PREP052_PR500_120H_X2_P6:C06,PREP052_PR500_120H_X2_P6,C06,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X2,REP1M
PREP052_PR500_120H_X2_P6:C11,PREP052_PR500_120H_X2_P6,C11,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X2,REP1M
PREP052_PR500_120H_X2_P6:C13,PREP052_PR500_120H_X2_P6,C13,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X2,REP1M
PREP052_PR500_120H_X2_P6:C23,PREP052_PR500_120H_X2_P6,C23,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X2,REP1M
PREP052_PR500_120H_X2_P6:D04,PREP052_PR500_120H_X2_P6,D04,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X2,REP1M
PREP052_PR500_120H_X2_P6:D05,PREP052_PR500_120H_X2_P6,D05,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X2,REP1M
PREP052_PR500_120H_X2_P6:D06,PREP052_PR500_120H_X2_P6,D06,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X2,REP1M
PREP052_PR500_120H_X2_P6:D13,PREP052_PR500_120H_X2_P6,D13,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X2,REP1M
PREP052_PR500_120H_X2_P6:D15,PREP052_PR500_120H_X2_P6,D15,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X2,REP1M
PREP052_PR500_120H_X2_P6:D18,PREP052_PR500_120H_X2_P6,D18,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X2,REP1M
PREP052_PR500_120H_X2_P6:D22,PREP052_PR500_120H_X2_P6,D22,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X2,REP1M
PREP052_PR500_120H_X2_P6:E08,PREP052_PR500_120H_X2_P6,E08,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X2,REP1M
PREP052_PR500_120H_X2_P6:E18,PREP052_PR500_120H_X2_P6,E18,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X2,REP1M
PREP052_PR500_120H_X2_P6:E20,PREP052_PR500_120H_X2_P6,E20,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X2,REP1M
PREP052_PR500_120H_X2_P6:E21,PREP052_PR500_120H_X2_P6,E21,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X2,REP1M
PREP052_PR500_120H_X2_P6:F06,PREP052_PR500_120H_X2_P6,F06,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X2,REP1M
PREP052_PR500_120H_X2_P6:F14,PREP052_PR500_120H_X2_P6,F14,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X2,REP1M
PREP052_PR500_120H_X2_P6:F18,PREP052_PR500_120H_X2_P6,F18,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X2,REP1M
PREP052_PR500_120H_X2_P6:F24,PREP052_PR500_120H_X2_P6,F24,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X2,REP1M
PREP052_PR500_120H_X2_P6:G01,PREP052_PR500_120H_X2_P6,G01,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X2,REP1M
PREP052_PR500_120H_X2_P6:G10,PREP052_PR500_120H_X2_P6,G10,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X2,REP1M
PREP052_PR500_120H_X2_P6:G16,PREP052_PR500_120H_X2_P6,G16,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X2,REP1M
PREP052_PR500_120H_X2_P6:G17,PREP052_PR500_120H_X2_P6,G17,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X2,REP1M
PREP052_PR500_120H_X2_P6:G19,PREP052_PR500_120H_X2_P6,G19,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X2,REP1M
PREP052_PR500_120H_X2_P6:H04,PREP052_PR500_120H_X2_P6,H04,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X2,REP1M
PREP052_PR500_120H_X2_P6:H13,PREP052_PR500_120H_X2_P6,H13,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X2,REP1M
PREP052_PR500_120H_X2_P6:H16,PREP052_PR500_120H_X2_P6,H16,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X2,REP1M
PREP052_PR500_120H_X2_P6:I04,PREP052_PR500_120H_X2_P6,I04,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X2,REP1M
PREP052_PR500_120H_X2_P6:I07,PREP052_PR500_120H_X2_P6,I07,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X2,REP1M
PREP052_PR500_120H_X2_P6:I12,PREP052_PR500_120H_X2_P6,I12,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X2,REP1M
PREP052_PR500_120H_X2_P6:J02,PREP052_PR500_120H_X2_P6,J02,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X2,REP1M
PREP052_PR500_120H_X2_P6:J07,PREP052_PR500_120H_X2_P6,J07,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X2,REP1M
PREP052_PR500_120H_X2_P6:J08,PREP052_PR500_120H_X2_P6,J08,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X2,REP1M
PREP052_PR500_120H_X2_P6:J12,PREP052_PR500_120H_X2_P6,J12,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X2,REP1M
PREP052_PR500_120H_X2_P6:J13,PREP052_PR500_120H_X2_P6,J13,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X2,REP1M
PREP052_PR500_120H_X2_P6:J20,PREP052_PR500_120H_X2_P6,J20,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X2,REP1M
PREP052_PR500_120H_X2_P6:K09,PREP052_PR500_120H_X2_P6,K09,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X2,REP1M
PREP052_PR500_120H_X2_P6:K11,PREP052_PR500_120H_X2_P6,K11,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X2,REP1M
PREP052_PR500_120H_X2_P6:K24,PREP052_PR500_120H_X2_P6,K24,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X2,REP1M
PREP052_PR500_120H_X2_P6:L02,PREP052_PR500_120H_X2_P6,L02,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X2,REP1M
PREP052_PR500_120H_X2_P6:L10,PREP052_PR500_120H_X2_P6,L10,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X2,REP1M
PREP052_PR500_120H_X2_P6:L12,PREP052_PR500_120H_X2_P6,L12,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X2,REP1M
PREP052_PR500_120H_X2_P6:M01,PREP052_PR500_120H_X2_P6,M01,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X2,REP1M
PREP052_PR500_120H_X2_P6:M02,PREP052_PR500_120H_X2_P6,M02,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X2,REP1M
PREP052_PR500_120H_X2_P6:M14,PREP052_PR500_120H_X2_P6,M14,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X2,REP1M
PREP052_PR500_120H_X2_P6:M15,PREP052_PR500_120H_X2_P6,M15,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X2,REP1M
PREP052_PR500_120H_X2_P6:M19,PREP052_PR500_120H_X2_P6,M19,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X2,REP1M
PREP052_PR500_120H_X2_P6:N04,PREP052_PR500_120H_X2_P6,N04,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X2,REP1M
PREP052_PR500_120H_X2_P6:N05,PREP052_PR500_120H_X2_P6,N05,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X2,REP1M
PREP052_PR500_120H_X2_P6:N09,PREP052_PR500_120H_X2_P6,N09,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X2,REP1M
PREP052_PR500_120H_X2_P6:N24,PREP052_PR500_120H_X2_P6,N24,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X2,REP1M
PREP052_PR500_120H_X2_P6:O17,PREP052_PR500_120H_X2_P6,O17,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X2,REP1M
PREP052_PR500_120H_X2_P6:O21,PREP052_PR500_120H_X2_P6,O21,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X2,REP1M
PREP052_PR500_120H_X2_P6:P11,PREP052_PR500_120H_X2_P6,P11,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X2,REP1M
PREP052_PR500_120H_X2_P6:P16,PREP052_PR500_120H_X2_P6,P16,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X2,REP1M
PREP052_PR500_120H_X2_P6:P22,PREP052_PR500_120H_X2_P6,P22,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X2,REP1M
PREP052_PR500_120H_X3.L2_P6:A15,PREP052_PR500_120H_X3.L2_P6,A15,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X3,REP1M
PREP052_PR500_120H_X3.L2_P6:A17,PREP052_PR500_120H_X3.L2_P6,A17,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X3,REP1M
PREP052_PR500_120H_X3.L2_P6:A20,PREP052_PR500_120H_X3.L2_P6,A20,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X3,REP1M
PREP052_PR500_120H_X3.L2_P6:A21,PREP052_PR500_120H_X3.L2_P6,A21,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X3,REP1M
PREP052_PR500_120H_X3.L2_P6:B12,PREP052_PR500_120H_X3.L2_P6,B12,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X3,REP1M
PREP052_PR500_120H_X3.L2_P6:B14,PREP052_PR500_120H_X3.L2_P6,B14,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X3,REP1M
PREP052_PR500_120H_X3.L2_P6:B18,PREP052_PR500_120H_X3.L2_P6,B18,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X3,REP1M
PREP052_PR500_120H_X3.L2_P6:B21,PREP052_PR500_120H_X3.L2_P6,B21,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X3,REP1M
PREP052_PR500_120H_X3.L2_P6:C07,PREP052_PR500_120H_X3.L2_P6,C07,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X3,REP1M
PREP052_PR500_120H_X3.L2_P6:C09,PREP052_PR500_120H_X3.L2_P6,C09,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X3,REP1M
PREP052_PR500_120H_X3.L2_P6:C10,PREP052_PR500_120H_X3.L2_P6,C10,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X3,REP1M
PREP052_PR500_120H_X3.L2_P6:C19,PREP052_PR500_120H_X3.L2_P6,C19,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X3,REP1M
PREP052_PR500_120H_X3.L2_P6:C22,PREP052_PR500_120H_X3.L2_P6,C22,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X3,REP1M
PREP052_PR500_120H_X3.L2_P6:D09,PREP052_PR500_120H_X3.L2_P6,D09,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X3,REP1M
PREP052_PR500_120H_X3.L2_P6:D10,PREP052_PR500_120H_X3.L2_P6,D10,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X3,REP1M
PREP052_PR500_120H_X3.L2_P6:D12,PREP052_PR500_120H_X3.L2_P6,D12,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X3,REP1M
PREP052_PR500_120H_X3.L2_P6:D17,PREP052_PR500_120H_X3.L2_P6,D17,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X3,REP1M
PREP052_PR500_120H_X3.L2_P6:D24,PREP052_PR500_120H_X3.L2_P6,D24,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X3,REP1M
PREP052_PR500_120H_X3.L2_P6:E04,PREP052_PR500_120H_X3.L2_P6,E04,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X3,REP1M
PREP052_PR500_120H_X3.L2_P6:E07,PREP052_PR500_120H_X3.L2_P6,E07,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X3,REP1M
PREP052_PR500_120H_X3.L2_P6:F03,PREP052_PR500_120H_X3.L2_P6,F03,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X3,REP1M
PREP052_PR500_120H_X3.L2_P6:F15,PREP052_PR500_120H_X3.L2_P6,F15,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X3,REP1M
PREP052_PR500_120H_X3.L2_P6:F23,PREP052_PR500_120H_X3.L2_P6,F23,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X3,REP1M
PREP052_PR500_120H_X3.L2_P6:G13,PREP052_PR500_120H_X3.L2_P6,G13,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X3,REP1M
PREP052_PR500_120H_X3.L2_P6:G16,PREP052_PR500_120H_X3.L2_P6,G16,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X3,REP1M
PREP052_PR500_120H_X3.L2_P6:G18,PREP052_PR500_120H_X3.L2_P6,G18,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X3,REP1M
PREP052_PR500_120H_X3.L2_P6:G19,PREP052_PR500_120H_X3.L2_P6,G19,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X3,REP1M
PREP052_PR500_120H_X3.L2_P6:H10,PREP052_PR500_120H_X3.L2_P6,H10,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X3,REP1M
PREP052_PR500_120H_X3.L2_P6:H14,PREP052_PR500_120H_X3.L2_P6,H14,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X3,REP1M
PREP052_PR500_120H_X3.L2_P6:H17,PREP052_PR500_120H_X3.L2_P6,H17,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X3,REP1M
PREP052_PR500_120H_X3.L2_P6:H19,PREP052_PR500_120H_X3.L2_P6,H19,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X3,REP1M
PREP052_PR500_120H_X3.L2_P6:I13,PREP052_PR500_120H_X3.L2_P6,I13,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X3,REP1M
PREP052_PR500_120H_X3.L2_P6:I16,PREP052_PR500_120H_X3.L2_P6,I16,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X3,REP1M
PREP052_PR500_120H_X3.L2_P6:J05,PREP052_PR500_120H_X3.L2_P6,J05,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X3,REP1M
PREP052_PR500_120H_X3.L2_P6:J11,PREP052_PR500_120H_X3.L2_P6,J11,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X3,REP1M
PREP052_PR500_120H_X3.L2_P6:J15,PREP052_PR500_120H_X3.L2_P6,J15,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X3,REP1M
PREP052_PR500_120H_X3.L2_P6:J22,PREP052_PR500_120H_X3.L2_P6,J22,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X3,REP1M
PREP052_PR500_120H_X3.L2_P6:K02,PREP052_PR500_120H_X3.L2_P6,K02,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X3,REP1M
PREP052_PR500_120H_X3.L2_P6:K05,PREP052_PR500_120H_X3.L2_P6,K05,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X3,REP1M
PREP052_PR500_120H_X3.L2_P6:K06,PREP052_PR500_120H_X3.L2_P6,K06,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X3,REP1M
PREP052_PR500_120H_X3.L2_P6:K19,PREP052_PR500_120H_X3.L2_P6,K19,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X3,REP1M
PREP052_PR500_120H_X3.L2_P6:K23,PREP052_PR500_120H_X3.L2_P6,K23,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X3,REP1M
PREP052_PR500_120H_X3.L2_P6:L01,PREP052_PR500_120H_X3.L2_P6,L01,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X3,REP1M
PREP052_PR500_120H_X3.L2_P6:L04,PREP052_PR500_120H_X3.L2_P6,L04,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X3,REP1M
PREP052_PR500_120H_X3.L2_P6:L15,PREP052_PR500_120H_X3.L2_P6,L15,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X3,REP1M
PREP052_PR500_120H_X3.L2_P6:L16,PREP052_PR500_120H_X3.L2_P6,L16,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X3,REP1M
PREP052_PR500_120H_X3.L2_P6:L23,PREP052_PR500_120H_X3.L2_P6,L23,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X3,REP1M
PREP052_PR500_120H_X3.L2_P6:M06,PREP052_PR500_120H_X3.L2_P6,M06,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X3,REP1M
PREP052_PR500_120H_X3.L2_P6:M08,PREP052_PR500_120H_X3.L2_P6,M08,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X3,REP1M
PREP052_PR500_120H_X3.L2_P6:M11,PREP052_PR500_120H_X3.L2_P6,M11,PR500A,trt_poscon,20,BRD-K88510285-001-38-4,Bortezomib,PREP052,X3,REP1M
PREP052_PR500_120H_X3.L2_P6:M17,PREP052_PR500_120H_X3.L2_P6,M17,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X3,REP1M
PREP052_PR500_120H_X3.L2_P6:M21,PREP052_PR500_120H_X3.L2_P6,M21,PR500A,ctl_vehicle,2.5,DMSO,DMSO,PREP052,X3,REP1M
